subject,lextale,working_memory,trial_id,type,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,RT1,RT2,RT3,RT4,RT5,RT6,RT7,RT8,RT9,RT10,RT11,RT12,RT13,RT14,RT15,RT16,RT17,RT18,RT19,RT20,RT21,RT22,RT23,RT24,Long_LEN,Long_VP1RT,Long_VP2RT,Short_LEN,Short_VP1RT,Short_VP2RT,VP_LEN,VP1_RT(ms),VP2_RT(ms),judgment_rt,response,is_correct,sentence,question
19,81.25,15,7,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,1.4333,0.3371,1.4267,0.6582,0.5261,0.5287,0.5708,0.4265,0.5456,0.699,0.4278,0.5253,0.872,,,,,,,,,,,,,,,17,1.7638,1.0995,17,1763.8,1099.5,1.2607,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
19,81.25,15,8,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,0.8135,1.3087,0.3599,0.9622,0.698,0.6702,0.452,0.4092,1.0869,0.4761,0.4548,1.006,2.221,,,,,,,,,,,,,,,13,1.6686,1.1222,13,1668.6,1122.2,2.0035,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
19,81.25,15,14,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,0.6341,0.3857,1.2977,0.9721,0.3998,0.311,1.098,0.3007,0.3287,0.2354,0.2405,0.2635,0.9738,,,,,,,,,,,,,,,13,1.6834,1.409,13,1683.4,1409,1.3314,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
19,81.25,15,20,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.456,1.4859,0.5955,0.3067,0.3721,0.519,0.3284,0.2594,0.2799,0.6443,0.2694,0.5919,0.287,,,,,,,,,,,,,,,15,2.0814,0.8474,15,2081.4,847.4,1.2261,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
19,81.25,15,23,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.6505,0.306,0.5331,0.2866,0.2269,0.2021,0.3762,0.5077,0.5494,1.2631,1.0678,0.2789,0.7721,,,,,,,,,,,,,,,16,0.8391,0.5783,16,839.1,578.3,1.3171,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
19,81.25,15,25,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,1.0543,1.5542,0.8121,0.5234,0.4304,0.4921,0.2794,0.3162,0.2541,0.9727,0.7741,0.9834,0.7746,,,,,,,,,,,,,,,17,2.3663,0.7715,17,2366.3,771.5,1.2751,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
19,81.25,15,26,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.7593,1.1845,0.5295,0.4606,0.3677,0.4881,0.3782,1.1504,0.8557,0.3407,0.784,0.6791,0.275,,,,,,,,,,,,,,,14,1.714,0.8663,14,1714,866.3,2.671,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
19,81.25,15,31,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.7469,0.2125,1.1071,0.5439,0.5525,0.2826,0.2858,0.2037,0.2412,1.6481,0.3021,0.337,0.2833,,,,,,,,,,,,,,,17,1.3196,0.5684,17,1319.6,568.4,1.008,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
19,81.25,15,35,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,0.6727,0.3817,0.2916,0.4574,0.2788,0.3155,0.5269,0.304,0.4765,0.5946,0.4648,1.0544,1.7378,,,,,,,,,,,,,,,10,0.6733,0.8424,10,673.3,842.4,1.1901,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
19,81.25,15,41,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.4816,0.5012,0.8961,0.8531,0.2675,0.4492,0.2928,0.3379,0.3005,0.2383,0.3335,0.2625,0.3246,,,,,,,,,,,,,,,15,1.3973,0.742,15,1397.3,742,1.895,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
19,81.25,15,53,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.553,0.3471,0.5725,0.4379,0.305,0.3027,0.4041,0.3308,0.7575,0.5349,0.2963,0.602,1.4045,,,,,,,,,,,,,,,11,0.9196,0.7068,11,919.6,706.8,1.5634,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
19,81.25,15,55,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.6332,0.2349,1.2985,0.4207,0.2985,0.2957,0.3472,0.2285,0.2351,0.2974,0.2288,0.2582,0.2868,,,,,,,,,,,,,,,15,1.5334,0.6429,15,1533.4,642.9,1.0574,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
19,81.25,15,56,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.7525,0.2597,0.2242,0.2883,0.4381,0.3707,0.3241,0.2214,0.3734,0.1904,0.2595,0.5066,0.3011,,,,,,,,,,,,,,,7,0.4839,0.6948,7,483.9,694.8,1.1857,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
19,81.25,15,57,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.4303,0.2677,0.7364,0.2285,0.2336,0.2711,0.2836,0.2155,0.2704,0.1801,0.3469,0.2927,1.2964,,,,,,,,,,,,,,,13,1.0041,0.5547,13,1004.1,554.7,1.3401,Y,0,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
19,81.25,15,63,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.4054,0.2449,0.8104,0.4808,0.3322,0.2395,0.2527,0.2986,0.2656,0.3241,0.2858,0.4837,0.3023,,,,,,,,,,,,,,,12,1.0553,0.4922,12,1055.3,492.2,0.874,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
19,81.25,15,68,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.4173,0.2423,0.3996,0.3496,0.3184,0.3298,0.2913,0.3835,0.3616,0.8102,0.3841,0.336,0.2988,,,,,,,,,,,,,,,10,0.6419,0.6211,10,641.9,621.1,1.8857,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
20,70,16.5,9,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.4005,0.4156,0.3853,0.5136,0.3991,0.387,0.4361,0.484,0.4525,0.4759,0.49,0.4471,1.1324,,,,,,,,,,,,,,,10,0.8009,0.8231,10,800.9,823.1,2.7976,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
20,70,16.5,14,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.3782,0.3142,0.5067,0.3754,0.3792,0.273,0.3513,0.3772,0.3921,0.3513,0.5324,0.3005,0.3267,,,,,,,,,,,,,,,12,0.8209,0.6243,12,820.9,624.3,1.5491,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
20,70,16.5,20,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.3768,0.5513,0.4145,0.4734,0.4677,0.4459,0.4712,0.4728,0.425,0.3381,0.3212,0.3415,0.6271,,,,,,,,,,,,,,,13,0.9658,0.9171,13,965.8,917.1,1.4159,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
20,70,16.5,21,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.2075,0.3916,0.3288,0.4254,0.3574,0.2783,0.2375,0.2714,0.3304,0.2607,0.3305,0.3465,0.901,,,,,,,,,,,,,,,7,0.7204,0.5158,7,720.4,515.8,1.2543,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
20,70,16.5,22,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.2508,0.4198,0.38,0.3213,0.2699,0.4342,0.273,0.2494,0.3524,0.2145,0.3682,0.3341,0.388,,,,,,,,,,,,,,,15,0.7998,0.7072,15,799.8,707.2,1.5692,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
20,70,16.5,24,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,1.4289,0.3763,0.4353,0.4185,0.4216,0.3992,0.3688,0.3032,0.2109,0.2748,0.3299,0.2746,0.4544,,,,,,,,,,,,,,,11,0.8116,0.768,11,811.6,768,1.2736,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
20,70,16.5,36,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,3.2196,0.406,0.2774,0.2536,0.2773,0.2224,0.3019,0.2818,0.2522,0.2749,0.3205,0.3185,0.2831,,,,,,,,,,,,,,,15,0.6834,0.5243,15,683.4,524.3,1.7347,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
20,70,16.5,42,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,0.2395,0.3585,0.3218,0.3266,0.3301,0.3719,0.4634,0.3516,0.3696,0.3621,0.4661,0.4004,0.4357,,,,,,,,,,,,,,,10,0.6803,0.8353,10,680.3,835.3,1.5294,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
20,70,16.5,46,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.1793,0.3735,0.3255,0.3146,0.3179,0.3928,0.2837,0.3786,0.3813,0.3716,0.4014,0.3484,0.4252,,,,,,,,,,,,,,,17,0.699,0.6765,17,699,676.5,1.2045,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
20,70,16.5,51,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.2171,0.3488,0.2511,0.3473,0.2589,0.2338,0.2407,0.3911,0.3033,0.3088,0.294,0.2764,0.4156,,,,,,,,,,,,,,,14,0.5999,0.4745,14,599.9,474.5,1.1397,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
20,70,16.5,52,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,0.257,0.2253,0.3212,0.3193,0.2743,0.2944,0.3014,0.2521,0.2677,0.2885,0.351,0.4203,0.7397,,,,,,,,,,,,,,,17,0.5465,0.5958,17,546.5,595.8,2.0132,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
20,70,16.5,54,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.2299,0.2843,0.2753,0.278,0.2662,0.4187,0.3099,0.2433,0.3571,0.2311,0.2808,0.2906,0.2616,,,,,,,,,,,,,,,16,0.5596,0.7286,16,559.6,728.6,1.5245,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
20,70,16.5,57,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.1056,0.6601,0.2989,0.2697,0.3289,0.3579,0.3807,0.3566,0.3308,0.3497,0.3009,0.3807,0.6632,,,,,,,,,,,,,,,15,0.959,0.7386,15,959,738.6,1.3447,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
20,70,16.5,63,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,0.5226,0.5155,0.424,0.3964,0.3731,0.3153,0.4382,0.5123,0.7021,0.4726,0.3711,0.4886,0.3056,,,,,,,,,,,,,,,13,0.9395,0.7535,13,939.5,753.5,1.1722,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
20,70,16.5,69,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,0.745,0.2768,0.2692,0.304,0.3481,0.3724,0.391,0.5926,0.4956,0.575,0.4904,0.399,0.39,,,,,,,,,,,,,,,13,0.546,0.7634,13,546,763.4,1.5331,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
20,70,16.5,70,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,0.2701,0.4443,0.4606,0.444,0.3663,0.4245,0.3681,0.3461,0.4299,0.3779,0.4284,0.3615,0.3685,,,,,,,,,,,,,,,17,0.9049,0.7926,17,904.9,792.6,1.9796,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
21,73.75,15.5,7,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,0.3988,2.7808,3.4548,0.4041,0.3506,0.448,0.504,0.6814,0.4598,0.4548,0.2881,0.4272,0.8635,,,,,,,,,,,,,,,17,6.2356,0.952,17,6235.6,952,2.095,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
21,73.75,15.5,8,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,0.0999,0.7313,0.4679,0.4574,0.4013,0.3137,0.369,0.2726,0.318,0.2916,0.3503,0.4652,2.1155,,,,,,,,,,,,,,,13,1.1992,0.6827,13,1199.2,682.7,3.5416,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
21,73.75,15.5,14,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,0.1058,3.5957,0.3813,1.9038,0.4008,0.3577,0.1708,0.1947,0.3738,0.2743,0.2708,0.2453,0.3032,,,,,,,,,,,,,,,13,3.977,0.5285,13,3977,528.5,1.7301,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
21,73.75,15.5,20,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.0656,0.903,0.7025,0.4049,0.7302,0.5681,0.3328,0.4407,0.3779,0.2526,0.3561,0.2696,0.2809,,,,,,,,,,,,,,,15,1.6055,0.9009,15,1605.5,900.9,1.2284,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
21,73.75,15.5,23,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.3513,0.3305,0.3326,0.2824,0.2251,0.2085,0.167,0.1628,0.3192,0.2933,0.1651,0.2936,0.2709,,,,,,,,,,,,,,,16,0.6631,0.3755,16,663.1,375.5,3.9224,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
21,73.75,15.5,25,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,0.2158,0.2958,0.7449,0.8209,0.5278,0.5249,0.2936,0.2967,0.2377,0.2008,0.3074,0.1843,1.0302,,,,,,,,,,,,,,,17,1.0407,0.8185,17,1040.7,818.5,2.4513,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
21,73.75,15.5,26,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.1885,1.0775,1.4803,0.3071,0.214,0.2131,0.2277,0.2137,0.1984,0.2507,0.2766,0.2884,0.2683,,,,,,,,,,,,,,,14,2.5578,0.4408,14,2557.8,440.8,1.7135,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
21,73.75,15.5,31,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.3915,0.1867,3.1396,0.3713,0.2685,0.2114,0.1953,0.1734,0.1693,0.3546,0.167,0.6936,0.8088,,,,,,,,,,,,,,,17,3.3263,0.4067,17,3326.3,406.7,1.5118,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
21,73.75,15.5,35,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,0.2271,0.182,0.5158,0.3245,0.3867,0.4289,0.2679,0.2383,0.1669,0.2111,0.2114,0.3036,0.22,,,,,,,,,,,,,,,10,0.6978,0.6968,10,697.8,696.8,1.8447,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
21,73.75,15.5,41,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.0989,0.6098,0.2976,0.462,0.2147,0.1723,0.1991,0.1782,0.1619,0.2145,0.2008,0.7127,0.3376,,,,,,,,,,,,,,,15,0.9074,0.3714,15,907.4,371.4,4.4902,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
21,73.75,15.5,53,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.2438,0.1949,0.1421,0.202,1.9379,0.206,0.1689,0.1449,0.3549,0.2162,0.2129,0.4065,0.864,,,,,,,,,,,,,,,11,0.337,0.3749,11,337,374.9,1.7778,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
21,73.75,15.5,55,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.3833,0.2033,0.1942,0.9465,0.3785,0.2676,0.2108,0.232,0.1936,0.2164,0.2732,0.2539,0.5765,,,,,,,,,,,,,,,15,0.3975,0.4784,15,397.5,478.4,1.5056,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
21,73.75,15.5,56,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.2358,0.1802,0.2158,0.2403,0.3779,0.1795,0.2204,0.2118,0.1564,0.1427,0.1781,0.3837,0.3902,,,,,,,,,,,,,,,7,0.396,0.3999,7,396,399.9,2.2083,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
21,73.75,15.5,57,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.1888,0.1528,0.1454,1.7588,0.4651,0.2182,0.2805,0.1993,0.2255,0.1777,0.2293,0.2304,1.2526,,,,,,,,,,,,,,,13,0.2982,0.4987,13,298.2,498.7,1.8564,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
21,73.75,15.5,63,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.0604,0.1564,1.077,0.3389,0.2363,0.9558,0.5591,2.4629,0.1917,0.2538,0.6188,0.5028,1.5399,,,,,,,,,,,,,,,12,1.2334,1.5149,12,1233.4,1514.9,1.2184,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
21,73.75,15.5,68,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.0783,0.2239,0.7841,0.1745,0.3503,0.36,0.2594,0.2255,0.1709,0.1941,0.153,0.3099,0.2011,,,,,,,,,,,,,,,10,1.008,0.6194,10,1008,619.4,1.5654,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
22,46.25,17,9,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.5962,0.4058,7.6196,0.2622,0.4812,0.2806,0.384,0.3894,0.3798,0.3867,0.4833,0.4094,0.832,,,,,,,,,,,,,,,10,8.0254,0.6646,10,8025.4,664.6,2.3016,N,0,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
22,46.25,17,14,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.4264,2.2773,0.2867,0.4538,0.3148,0.4479,0.4572,0.3306,0.3903,0.3493,0.3026,0.3692,0.2412,,,,,,,,,,,,,,,12,2.564,0.9051,12,2564,905.1,1.5369,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
22,46.25,17,20,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.6142,0.3535,0.6627,0.2664,0.3133,0.4266,0.2298,0.2774,0.2658,0.2347,0.2526,0.233,0.2371,,,,,,,,,,,,,,,13,1.0162,0.6564,13,1016.2,656.4,1.627,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
22,46.25,17,21,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.1077,0.2665,0.235,0.3237,0.2226,0.2996,0.2848,0.323,0.2415,0.2482,0.2628,0.2578,0.2287,,,,,,,,,,,,,,,7,0.5015,0.5844,7,501.5,584.4,3.164,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
22,46.25,17,22,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.3951,0.208,0.3231,0.2344,0.2428,0.2799,0.307,0.4756,0.255,0.2266,0.2288,0.2566,0.2376,,,,,,,,,,,,,,,15,0.5311,0.5869,15,531.1,586.9,2.2507,Y,0,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
22,46.25,17,24,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.2549,0.2472,0.204,0.2697,0.2694,0.3021,0.2277,0.2627,0.245,0.2429,0.3317,0.58,0.2983,,,,,,,,,,,,,,,11,0.4512,0.5298,11,451.2,529.8,6.0182,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
22,46.25,17,36,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.2754,0.4213,0.4893,0.3654,0.4408,0.8851,0.6784,0.4354,0.4209,0.2476,0.3259,0.2856,0.3528,,,,,,,,,,,,,,,15,0.9106,1.5635,15,910.6,1563.5,1.8975,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
22,46.25,17,42,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,0.3493,0.3321,3.2603,0.8672,0.3151,0.3633,0.5655,0.2623,0.2586,0.3065,0.2328,0.3612,0.2826,,,,,,,,,,,,,,,10,3.5924,0.9288,10,3592.4,928.8,2.6756,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
22,46.25,17,46,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,3.0239,0.5235,0.4274,0.5954,0.8531,0.5746,0.649,0.6975,0.5543,0.5006,0.5258,0.4656,0.3804,,,,,,,,,,,,,,,17,0.9509,1.2236,17,950.9,1223.6,1.4268,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
22,46.25,17,51,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.1083,0.5073,0.4086,0.3394,0.4399,0.3082,0.5085,0.2758,0.2412,0.2949,0.3454,0.2326,0.2298,,,,,,,,,,,,,,,14,0.9159,0.8167,14,915.9,816.7,1.6366,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
22,46.25,17,52,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,0.1076,0.4949,0.5794,0.3701,0.3869,0.5148,0.4842,0.4041,0.4144,0.3983,0.4758,0.2931,0.4319,,,,,,,,,,,,,,,17,1.0743,0.999,17,1074.3,999,2.9412,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
22,46.25,17,54,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.0805,0.5241,0.5561,0.4971,0.422,0.3641,0.4624,0.4089,0.3809,0.37,0.3608,0.3576,0.3138,,,,,,,,,,,,,,,16,1.0802,0.8265,16,1080.2,826.5,2.4718,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
22,46.25,17,57,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.0269,1.7719,0.3067,0.2456,0.2179,0.2418,0.262,0.211,0.1941,0.2073,0.205,0.4028,0.343,,,,,,,,,,,,,,,15,2.0786,0.5038,15,2078.6,503.8,1.9902,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
