subject,lextale,working_memory,trial_id,type,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,RT1,RT2,RT3,RT4,RT5,RT6,RT7,RT8,RT9,RT10,RT11,RT12,RT13,RT14,RT15,RT16,RT17,RT18,RT19,RT20,RT21,RT22,RT23,RT24,Long_LEN,Long_VP1RT,Long_VP2RT,Short_LEN,Short_VP1RT,Short_VP2RT,VP_LEN,VP1_RT(ms),VP2_RT(ms),judgment_rt,response,is_correct,sentence,question
1,53.75,15.5,7,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,0.7514,0.6927,6.3918,0.7535,1.1942,1.537,1.0805,0.8038,0.9066,0.9512,0.8371,0.714,0.8359,,,,,,,,,,,,,,,17,7.0845,2.6175,17,7084.5,2617.5,2.6978,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
1,53.75,15.5,8,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,1.5956,1.2179,1.1755,0.7441,1.0806,0.8516,0.7192,0.7785,0.8652,1.068,1.1842,0.5029,1.5444,,,,,,,,,,,,,,,13,2.3934,1.5708,13,2393.4,1570.8,2.8088,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
1,53.75,15.5,14,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,3.2252,1.6281,3.3919,3.8783,1.2712,1.1769,0.9437,1.2074,1.4137,2.0591,0.983,1.5101,0.9274,,,,,,,,,,,,,,,13,5.02,2.1206,13,5020,2120.6,1.9134,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
1,53.75,15.5,20,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.7927,1.8468,1.6143,0.8562,1.0219,2.1462,1.2253,1.1434,0.7504,0.7762,1.0674,0.9476,1.6244,,,,,,,,,,,,,,,15,3.4611,3.3715,15,3461.1,3371.5,2.0712,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
1,53.75,15.5,23,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.7778,1.6054,2.5467,0.5213,0.5481,0.62,0.5788,0.7527,1.1524,1.3153,0.6752,0.6642,0.7951,,,,,,,,,,,,,,,16,4.1521,1.1988,16,4152.1,1198.8,4.7388,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
1,53.75,15.5,25,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,2.1893,1.1226,1.0618,0.528,0.5525,0.5459,0.7881,1.2743,0.5342,0.6873,0.8823,0.5019,1.4486,,,,,,,,,,,,,,,17,2.1844,1.334,17,2184.4,1334,2.0595,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
1,53.75,15.5,26,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.8839,0.6773,1.7438,0.4953,0.5078,0.6081,1.7742,1.0837,0.695,0.5921,0.7681,0.4558,1.0537,,,,,,,,,,,,,,,14,2.4211,2.3823,14,2421.1,2382.3,2.7265,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
1,53.75,15.5,31,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.6033,0.9393,1.9317,0.7159,0.6528,0.7626,1.6182,0.6627,0.6512,0.7923,1.6243,1.4517,1.4726,,,,,,,,,,,,,,,17,2.871,2.3808,17,2871,2380.8,1.712,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
1,53.75,15.5,35,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,1.4099,1.4828,1.2107,0.5672,0.5685,0.4812,0.5483,0.5001,0.7515,0.8004,2.1427,0.7676,2.3506,,,,,,,,,,,,,,,10,2.6935,1.0295,10,2693.5,1029.5,2.0821,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
1,53.75,15.5,41,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.6062,1.5175,0.9206,0.8487,0.7705,0.8282,0.7831,0.6362,0.6856,0.6728,0.6943,0.6235,0.6859,,,,,,,,,,,,,,,15,2.4381,1.6113,15,2438.1,1611.3,2.4733,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
1,53.75,15.5,53,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.9792,0.8744,0.6621,0.4727,0.5658,0.6789,0.4959,0.5875,0.722,0.5475,0.8942,1.3998,1.2615,,,,,,,,,,,,,,,11,1.5365,1.1748,11,1536.5,1174.8,2.0733,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
1,53.75,15.5,55,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.5507,1.0695,0.7617,1.129,0.7472,0.5606,0.6737,0.4874,0.6029,0.5584,0.6314,0.4692,1.3549,,,,,,,,,,,,,,,15,1.8312,1.2343,15,1831.2,1234.3,1.8167,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
1,53.75,15.5,56,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.4558,0.8068,1.2443,0.4479,0.6141,0.5236,0.5261,0.4812,0.6342,1.1773,0.5921,0.3915,0.567,,,,,,,,,,,,,,,7,2.0511,1.0497,7,2051.1,1049.7,1.5666,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
1,53.75,15.5,57,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.7939,1.6706,1.2102,0.7682,0.5678,1.6468,0.6502,0.6636,1.823,0.7842,0.5599,0.8879,0.8671,,,,,,,,,,,,,,,13,2.8808,2.297,13,2880.8,2297,2.1596,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
1,53.75,15.5,63,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.5767,0.9292,0.7057,0.6042,0.5714,1.0994,0.6134,0.5376,0.5975,0.795,1.0693,0.9261,0.6963,,,,,,,,,,,,,,,12,1.6349,1.7128,12,1634.9,1712.8,1.7049,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
1,53.75,15.5,68,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.3421,1.0165,0.8223,1.0604,0.5127,0.4245,0.3918,0.568,0.6236,0.5658,0.8295,0.4989,2.0467,,,,,,,,,,,,,,,10,1.8388,0.8163,10,1838.8,816.3,2.0091,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
2,63.75,16.5,9,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.0137,1.2501,0.479,0.3787,0.4036,0.449,0.5583,2.0635,0.5776,0.4094,0.3683,0.3434,0.3136,,,,,,,,,,,,,,,10,1.7291,1.0073,10,1729.1,1007.3,2.6023,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
2,63.75,16.5,14,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.2578,2.2546,0.6648,1.0857,1.985,0.6063,0.4056,0.3965,0.4105,0.5454,0.6415,0.352,0.6012,,,,,,,,,,,,,,,12,2.9194,1.0119,12,2919.4,1011.9,2.0238,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
2,63.75,16.5,20,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.3798,0.7786,0.9342,0.4108,0.8415,0.4079,0.4371,0.3869,1.2028,0.344,0.3372,0.3875,3.715,,,,,,,,,,,,,,,13,1.7128,0.845,13,1712.8,845,3.2574,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
2,63.75,16.5,21,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.4566,0.3476,2.2827,0.942,0.3918,0.3914,0.4149,0.4594,0.4418,0.4473,0.3478,0.3724,0.3485,,,,,,,,,,,,,,,7,2.6303,0.8063,7,2630.3,806.3,2.782,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
2,63.75,16.5,22,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.4392,0.4915,0.3689,0.3834,0.5037,0.3303,0.3388,0.3342,0.3598,0.313,0.3466,0.3555,3.9408,,,,,,,,,,,,,,,15,0.8604,0.6691,15,860.4,669.1,10.3872,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
2,63.75,16.5,24,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.2776,0.4707,0.6124,0.3221,0.3482,0.3398,0.4714,1.1467,0.9062,0.4059,0.3577,0.5107,0.6951,,,,,,,,,,,,,,,11,1.0831,0.8112,11,1083.1,811.2,4.4412,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
2,63.75,16.5,36,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.2566,1.1269,0.6171,0.8162,0.4858,0.8332,0.583,0.4059,0.5255,0.3763,0.5122,0.6895,1.4213,,,,,,,,,,,,,,,15,1.744,1.4162,15,1744,1416.2,6.9781,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
2,63.75,16.5,42,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,0.5956,1.4084,1.8715,3.297,1.156,0.5302,0.4038,0.682,3.0696,0.5034,0.8591,0.7675,8.5595,,,,,,,,,,,,,,,10,3.2799,0.934,10,3279.9,934,3.0159,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fluits.
2,63.75,16.5,46,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.3661,0.521,1.4334,0.4303,0.3318,0.4044,0.3253,0.3194,0.2964,1.2935,6.295,0.6048,3.2501,,,,,,,,,,,,,,,17,1.9544,0.7297,17,1954.4,729.7,12.5268,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
2,63.75,16.5,51,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.4289,0.2745,0.4393,0.3885,0.4432,0.4971,0.9637,0.3546,0.3726,0.3104,0.2966,0.3144,0.2853,,,,,,,,,,,,,,,14,0.7138,1.4608,14,713.8,1460.8,1.9212,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
2,63.75,16.5,52,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,0.42,0.3623,2.0662,0.3821,0.4527,0.8906,0.3104,0.5202,0.3628,0.6269,0.6321,0.468,5.6894,,,,,,,,,,,,,,,17,2.4285,1.201,17,2428.5,1201,4.9188,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
2,63.75,16.5,54,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.3591,0.3775,0.2733,0.3329,0.3018,0.2809,0.2606,0.3375,0.2911,0.3509,0.4468,0.3004,0.3202,,,,,,,,,,,,,,,16,0.6508,0.5415,16,650.8,541.5,3.2639,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
2,63.75,16.5,57,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.4246,0.5194,1.8409,0.597,0.4761,1.8408,0.5245,0.3109,0.7684,0.5843,0.376,0.337,0.2897,,,,,,,,,,,,,,,15,2.3603,2.3653,15,2360.3,2365.3,2.0366,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
2,63.75,16.5,63,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,0.4656,11.3979,0.8589,0.4006,0.3966,0.7497,0.4127,0.4278,0.4342,0.3908,0.6484,0.9878,7.6987,,,,,,,,,,,,,,,13,12.2568,1.1624,13,12256.8,1162.4,2.743,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
2,63.75,16.5,69,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,0.4121,0.3791,1.1863,0.3617,0.3537,0.6582,0.3112,0.3939,0.6554,0.2762,0.3103,0.3945,2.0484,,,,,,,,,,,,,,,13,1.5654,0.9694,13,1565.4,969.4,1.3807,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
2,63.75,16.5,70,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,0.2778,0.2995,0.3911,0.7888,0.7373,0.9428,0.3836,0.383,0.3894,0.334,0.6603,0.5951,1.2822,,,,,,,,,,,,,,,17,0.6906,1.3264,17,690.6,1326.4,4.4447,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
3,75,17,7,short,Anne,gathered,mushrooms,and,Bob,gathered,mushrooms,too,whereas,Cindy,flew,a,kite,,,,,,,,,,,,0.9116,0.5364,0.7171,0.4365,0.4236,0.4825,0.4842,0.3806,0.5121,0.4622,0.3968,0.571,0.5744,,,,,,,,,,,,,,,17,1.2535,0.9667,17,1253.5,966.7,1.5276,N,1,Anne?gathered mushrooms and?Bob?gathered mushrooms too whereas?Cindy?flew?a kite.,Bob flew a kite.
3,75,17,8,short,Anne,produced,music,and,Bob,produced,music,too,whereas,Cindy,adjusted,the,microphone,,,,,,,,,,,,1.0976,0.687,0.5332,0.4923,0.4937,0.4867,0.4245,0.3856,0.5446,0.4112,0.4534,0.5162,0.7671,,,,,,,,,,,,,,,13,1.2202,0.9112,13,1220.2,911.2,3.1316,Y,1,Anne?produced music and?Bob?produced music too whereas?Cindy?adjusted the microphone.,Anne produced music.
3,75,17,14,short,Anne,skipped,stones,and,Bob,skipped,stones,too,while,Cindy,was,playing,tag,,,,,,,,,,,,0.6827,0.5734,0.6139,0.5416,0.5364,0.4441,0.512,0.4171,0.4795,0.4485,0.4423,0.5704,0.4799,,,,,,,,,,,,,,,13,1.1873,0.9561,13,1187.3,956.1,2.1396,N,1,Anne?skipped stones and?Bob?skipped stones too while?Cindy?was playing tag.,Anne was playing tag.
3,75,17,20,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,1.6308,0.9347,0.7113,0.5856,0.4917,0.4792,0.4267,0.4214,0.491,0.3761,0.5087,0.3954,0.3884,,,,,,,,,,,,,,,15,1.646,0.9059,15,1646,905.9,1.637,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
3,75,17,23,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.957,0.5857,0.5185,0.4633,0.4916,0.4886,0.4479,0.3903,0.5314,0.3947,0.3616,0.3961,0.3622,,,,,,,,,,,,,,,16,1.1042,0.9365,16,1104.2,936.5,1.9492,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
3,75,17,25,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,1.4908,0.6346,0.548,0.9154,0.4578,0.4623,0.4934,0.3715,0.5192,0.4857,0.5077,0.5889,0.615,,,,,,,,,,,,,,,17,1.1826,0.9557,17,1182.6,955.7,2.617,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
3,75,17,26,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,4.656,0.8895,0.5522,0.3469,0.4459,0.439,0.3937,0.5785,0.5809,0.5601,0.5073,0.436,0.424,,,,,,,,,,,,,,,14,1.4417,0.8327,14,1441.7,832.7,2.0393,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
3,75,17,31,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,3.0655,0.659,0.9805,0.4505,0.4473,0.3958,0.3068,0.3888,0.5214,0.4644,0.2929,0.4451,0.3681,,,,,,,,,,,,,,,17,1.6395,0.7026,17,1639.5,702.6,2.1811,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
3,75,17,35,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,6.5151,0.5559,0.541,0.4464,0.4053,0.3088,0.5446,0.2911,0.4458,0.3455,0.5052,0.3778,0.3307,,,,,,,,,,,,,,,10,1.0969,0.8534,10,1096.9,853.4,20.6445,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fluits.
3,75,17,41,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,2.5442,0.8134,0.615,0.4771,0.5457,0.5326,0.3855,0.3526,0.5279,0.4024,0.5721,0.3804,0.4493,,,,,,,,,,,,,,,15,1.4284,0.9181,15,1428.4,918.1,2.0783,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
3,75,17,53,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,2.0607,1.0257,0.5843,0.5869,0.3603,0.5572,0.4019,0.3602,0.4552,0.3674,0.534,0.3446,0.5129,,,,,,,,,,,,,,,11,1.61,0.9591,11,1610,959.1,1.9022,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
3,75,17,55,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,2.4656,0.5015,0.8077,0.4963,0.3769,0.5878,0.4185,0.4852,0.5393,0.3447,0.5158,0.4098,0.3512,,,,,,,,,,,,,,,15,1.3092,1.0063,15,1309.2,1006.3,1.7208,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
3,75,17,56,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.4938,0.3589,0.4028,0.3838,0.3667,0.3558,0.378,0.3754,0.4017,0.4376,0.3692,0.4066,0.358,,,,,,,,,,,,,,,7,0.7617,0.7338,7,761.7,733.8,2.3442,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
3,75,17,57,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.4346,0.66,0.8693,0.3198,0.4513,0.6356,0.4419,0.3588,0.3674,0.3231,0.2577,0.3298,0.3771,,,,,,,,,,,,,,,13,1.5293,1.0775,13,1529.3,1077.5,3.0257,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
3,75,17,63,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.7394,0.4091,0.5532,0.3665,0.3439,0.5185,0.3232,0.3931,0.2357,0.4047,0.4444,0.3735,0.3392,,,,,,,,,,,,,,,12,0.9623,0.8417,12,962.3,841.7,6.8741,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
3,75,17,68,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.7091,0.4311,0.3591,0.3616,0.3895,0.3249,0.3078,0.3165,0.3263,0.3803,0.3647,0.3542,0.3619,,,,,,,,,,,,,,,10,0.7902,0.6327,10,790.2,632.7,2.1011,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
4,56.25,17.5,9,short,Anne,met,friends,and,Bob,met,friends,too,while,Cindy,wrote,her,thesis,,,,,,,,,,,,0.1395,0.349,0.7496,0.5268,0.7452,0.3927,0.7046,0.4426,0.9172,0.6092,1.8402,0.6281,1.9451,,,,,,,,,,,,,,,10,1.0986,1.0973,10,1098.6,1097.3,3.1665,Y,1,Anne?met friends and?Bob?met friends too while?Cindy?wrote?her?thesis.,Bob met friends.
4,56.25,17.5,14,short,Anne,wrapped,gifts,and,Bob,wrapped,gifts,too,while,Cindy,decorated,the,tree,,,,,,,,,,,,0.5236,0.3578,0.8119,0.5565,0.5006,1.0326,0.517,0.5275,0.9608,0.5529,1.2413,0.4136,0.3719,,,,,,,,,,,,,,,12,1.1697,1.5496,12,1169.7,1549.6,2.051,N,1,Anne?wrapped gifts and?Bob?wrapped gifts too while?Cindy?decorated the tree.,Bob decorated the tree.
4,56.25,17.5,20,short,Anne,practised,yoga,and,Bob,practised,yoga,too,while,Cindy,was,lifting,weights,,,,,,,,,,,,0.4212,0.3071,1.1433,0.6245,0.4458,0.9306,0.5801,0.3548,0.3322,0.3978,0.5725,1.0049,1.0196,,,,,,,,,,,,,,,13,1.4504,1.5107,13,1450.4,1510.7,2.5128,N,1,Anne?practised yoga and?Bob?practised yoga too while?Cindy?was lifting weights.,Cindy practised yoga.
4,56.25,17.5,21,short,Anne,was,late,and,Bob,was,late,too,while,Cindy,asked,for,leave,,,,,,,,,,,,0.4287,0.3942,0.9857,0.6243,0.5577,0.4721,0.3633,0.4022,0.4833,0.3979,0.7014,0.4923,0.7358,,,,,,,,,,,,,,,7,1.3799,0.8354,7,1379.9,835.4,1.5392,Y,1,Anne?was late and?Bob?was late too while?Cindy?asked for leave.,Bob was late.
4,56.25,17.5,22,short,Anne,studied,medicine,and,Bob,studied,medicine,too,whereas,Cindy,became,an,actress,,,,,,,,,,,,0.4199,0.821,1.2581,0.6609,0.4417,0.5442,0.5115,0.4751,2.0392,0.8042,0.5855,0.4412,12.159,,,,,,,,,,,,,,,15,2.0791,1.0557,15,2079.1,1055.7,2.6346,N,1,Anne?studied medicine and?Bob?studied medicine too whereas?Cindy?became an actress.,Anne became an actress.
4,56.25,17.5,24,short,Anne,brought,wine,and,Bob,brought,wine,too,whereas,Cindy,came,empty,handed,,,,,,,,,,,,0.4425,0.4328,1.5257,0.4546,0.3953,0.498,0.3257,0.3432,0.9272,0.6095,0.4333,1.062,1.6251,,,,,,,,,,,,,,,11,1.9585,0.8237,11,1958.5,823.7,4.0141,N,1,Anne?brought wine and?Bob?brought wine too whereas?Cindy?came empty handed.,Cindy brought wine.
4,56.25,17.5,36,short,Anne,corrected,papers,and,Bob,corrected,papers,too,whereas,Cindy,prepared,English,lessons,,,,,,,,,,,,0.385,0.3219,1.6018,0.6963,0.6903,1.0305,0.8667,0.4467,0.571,0.5075,0.5668,0.719,1.3526,,,,,,,,,,,,,,,15,1.9237,1.8972,15,1923.7,1897.2,4.8649,Y,1,Anne?corrected papers and?Bob?corrected papers too whereas?Cindy?prepared English lessons.,Cindy prepared English lessons.
4,56.25,17.5,42,short,Anne,sold,fruits,and,Bob,sold,fruits,too,while,Cindy,handed,out,booklets,,,,,,,,,,,,1.5109,0.354,3.7376,1.4224,0.405,0.3403,0.622,0.3149,0.3116,0.36,0.7927,0.4245,0.9912,,,,,,,,,,,,,,,10,4.0916,0.9623,10,4091.6,962.3,2.4847,Y,1,Anne?sold?fruits?and?Bob?sold?fruits?too while?Cindy?handed out booklets.,Anne sold fruits.
4,56.25,17.5,46,short,Anne,collected,firewood,and,Bob,collected,firewood,too,whereas,Cindy,pitched,the,tent,,,,,,,,,,,,0.4628,0.7955,0.9862,0.8244,0.558,0.5922,0.5522,0.3601,0.4965,0.4346,3.0163,0.5557,0.6694,,,,,,,,,,,,,,,17,1.7817,1.1444,17,1781.7,1144.4,1.7055,N,1,Anne?collected firewood and?Bob?collected firewood too whereas?Cindy?pitched the tent.,Anne pitched the tent.
4,56.25,17.5,51,short,Anne,did,experiments,and,Bob,did,experiments,too,while,Cindy,asked,for,leave,,,,,,,,,,,,1.2484,0.3323,6.6307,1.2629,0.545,0.6181,1.0732,0.3483,0.3174,0.2641,0.5161,0.6938,0.8323,,,,,,,,,,,,,,,14,6.963,1.6913,14,6963,1691.3,1.8858,Y,1,Anne?did experiments and?Bob?did experiments too while?Cindy?asked for leave.,Cindy asked for leave.
4,56.25,17.5,52,short,Anne,celebrated,success,and,Bob,celebrated,success,too,while,Cindy,finished,the,report,,,,,,,,,,,,0.5806,0.3222,0.9241,0.3825,0.3296,0.5595,0.5356,0.4004,0.4003,0.4376,0.6838,0.4795,0.5145,,,,,,,,,,,,,,,17,1.2463,1.0951,17,1246.3,1095.1,1.8692,Y,1,Anne?celebrated success and?Bob?celebrated success too while?Cindy?finished the report.,Bob celebrated success.
4,56.25,17.5,54,short,Anne,climbed,mountains,and,Bob,climbed,mountains,too,whereas,Cindy,was,very,afraid,,,,,,,,,,,,0.3357,1.1057,1.1311,0.6042,0.555,0.6034,0.8827,0.6055,0.4445,0.4489,0.3981,0.325,1.4165,,,,,,,,,,,,,,,16,2.2368,1.4861,16,2236.8,1486.1,2.2448,Y,1,Anne?climbed mountains and?Bob?climbed mountains too whereas?Cindy?was very afraid.,Bob climbed mountains.
4,56.25,17.5,57,short,Anne,browsed,websites,and,Bob,browsed,websites,too,whereas,Cindy,washed,her,clothes,,,,,,,,,,,,0.7196,0.7261,0.9682,0.4943,0.3926,0.9376,0.753,0.8986,0.6776,0.577,0.5274,0.5305,0.5229,,,,,,,,,,,,,,,15,1.6943,1.6906,15,1694.3,1690.6,1.651,N,1,Anne?browsed websites and?Bob?browsed websites too whereas?Cindy?washed?her?clothes.,Anne washed clothes.
